id,raw_context,entity
4987,"直角三角形的直角边是直角三角形的高,直角顶点向斜边做垂线为斜边高。","直角三角形,直角边,斜边,顶点,直角,垂线"
4988,于是加菲尔德便问他们在干什么？那个小男孩头也不抬地说：“请问先生，如果直角三角形的两条直角边分别为3和4，那么斜边长为多少呢？”加菲尔德答道：“是5呀。,"直角三角形,直角边,斜边"
4989,（3）在直角三角形中，两条直角边的平方和等于斜边的平方（也称勾股定理）。,"直角三角形,勾股定理,直角边,平方和,斜边,平方"
4990,26斜边、直角边公理（HL)有斜边和一条直角边对应相等的两个直角三角形全等。,"直角三角形,直角边,斜边,全等,公理"
4991,"在一个直角三角形中,直角所对应的边上的中线为斜边的一半。","直角三角形,斜边,中线,直角"
4992,3、直角三角形中，斜边上的中线等于斜边的一半（即直角三角形的外心位于斜边的中点，外接圆半径R=C/2）。,"外接圆半径,直角三角形,斜边,中线,中点,外心"
4993,如果直角三角形两直角边分别为A，B，斜边为C，那么。,"直角三角形,直角边,斜边"
4994,即直角三角形两直角边长的平方和等于斜边长的平方。,"直角三角形,直角边,平方和,斜边,平方"
4995,直角三角形斜边上的中线等于斜边上的一半。,"直角三角形,斜边,中线"
4996,在平面上的一个直角三角形中，两个直角边边长的平方加起来等于斜边长的平方。,"直角三角形,直角边,斜边,平面,平方,边长"
4997,4、直角三角形被斜边上的高分成两个直角三角形和原三角形相似。,"直角三角形,三角形,斜边,相似"
4998,"在直角三角形中,斜边及一直角边对应相等的两个直角三角形全等。","直角三角形,直角边,斜边,全等"
4999,如果三角形的三条边A，B，C满足，还有变形公式：，如：一条直角边是a，另一条直角边是b，如果a的平方与b的平方和等于斜边c的平方那么这个三角形是直角三角形。,"直角三角形,直角边,平方和,三角形,斜边,平方,公式"
5000,判定3：若一个三角形30°内角所对的边是某一边的一半，则这个三角形是以这条长边为斜边的直角三角形。,"直角三角形,三角形,斜边,内角"
5001,"在直角三角形中,如果有一条直角边等于斜边的一半,那么这条直角边所对的锐角等于30度。","直角三角形,直角边,斜边,锐角"
5002,直角三角形的两条直角边的平方和等于斜边的平方(勾股定理)。,"直角三角形,勾股定理,直角边,平方和,斜边,平方"
5003,取AB中点D，连接CD，根据直角三角形斜边中线定理可知CD=BD。,"直角三角形,斜边,中线,中点,定理"
5004,"锐角三角形的外心在三角形的内部,直角三角形的外心在斜边的中点,钝角三角形的外心在三角形的外部。","钝角三角形,锐角三角形,直角三角形,三角形,斜边,中点,外心"
5005,（4）若一个三角形的两条直角边的平方和等于斜边的平方，那么这个三角形一定是直角三角形（称勾股定理的逆定理）。,"直角三角形,勾股定理,直角边,平方和,三角形,逆定理,斜边,平方"
5006,直角三角形外接圆半径=二分之一×斜边。,"外接圆半径,直角三角形,斜边"
5007,直角三角形两直角边的平方和等于斜边的平方。,"直角三角形,直角边,平方和,斜边,平方"
5008,"对于直角三角形,外心是斜边的中点,外接圆半径即斜边长度的一半。","外接圆半径,直角三角形,斜边,中点,长度,外心"
5009,这是泰勒斯定理的形式之一。,泰勒斯定理
5010,"取AB中点D，连接CD,那么CD=BD=AB/2（直角三角形斜边上的中线等于斜边的一半）。","直角三角形,斜边,中线,中点"
5011,"如果一个直角三角形的斜边及一条直角边与另一个直角三角形的斜边和一条直角边对应成比例,那么这两个直角三角形相似。","直角三角形,直角边,成比例,斜边,相似"
5012,直角三角形的内心 到三边的距离等于两直角边的和减去斜边的差的二分之一。,"直角三角形,直角边,斜边,内心,距离"
5013,"在直角三角形中,如果一个锐角等于30度,那么它所对的直角边等于斜边的一半。","直角三角形,直角边,斜边,锐角"
5014,4、直角三角形的两直角边的乘积等于斜边与斜边上高的乘积。,"直角三角形,直角边,乘积,斜边"
5015,"在平面上的一个直角三角形中,两个直角边边长的平方加起来等于斜边长的平方。","直角三角形,直角边,斜边,平面,平方,边长"
5016,在直角三角形中，与直角相邻的两条边称为直角边，直角所对的边称为斜边。,"直角三角形,直角边,斜边,直角"
5017,"直角三角形的性质:在直角三角形中,如果一个锐角等于30度,那么它所对的直角边等于斜边的一半。","直角三角形,直角边,斜边,锐角"
5018,等腰直角三角形是特殊的等腰三角形（有一个角是直角），也是特殊的直角三角形（两条直角边等），因此等腰直角三角形具有等腰三角形和直角三角形的所有性质（如三线合一、勾股定理、直角三角形斜边中线定理等）。,"等腰直角三角形,等腰三角形,直角三角形,勾股定理,直角边,斜边,中线,直角"
5019,在直角三角形中，直角边的长度亦等于斜边的总长度与由直角用垂线分割斜边的线段的几何平均数。,"几何平均数,直角三角形,直角边,线段,斜边,长度,直角,垂线"
5020,5、如果一个直角三角形的斜边和一条直角边与另一个直角三角形的斜边和一条直角边对应成比例，那么这两个直角三角形相似。,"直角三角形,直角边,成比例,斜边,相似"
5021,如果直角三角形两直角边分别为A，B，斜边为C，那么A^2+B^2=C^2。,"直角三角形,直角边,斜边"
5022,中国古代称直角三角形为勾股形，并且直角边中较小者为勾，另一长直角边为股，斜边为弦，所以称这个定理为勾股定理，也有人称商高定理。,"直角三角形,勾股定理,直角边,斜边,弦,商"
5023,(5)在直角三角形中，斜边及一直角边对应相等的两个直角三角形全等“斜边、直角边”简称“HL”（直角三角形）。,"直角三角形,直角边,斜边,全等"
5024,参考直角三角形斜边中线定理。,"直角三角形,斜边中线定理"
5025,"若a^2+b^2=c^2,则以a,b,c为边的三角形是以c为斜边的直角三角形。","直角三角形,三角形,斜边"
5026,（5）如果一个三角形是直角三角形，那么这个三角形斜边上的中线等于斜边的一半（称直角三角形斜边中线定理）。,"直角三角形,三角形,斜边,中线"
5027,正弦值是在直角三角形中，对边的长比上斜边的长的值。,"直角三角形,斜边,正弦"
5028,第二步：将各不等式的解集在数轴上表示出来。,"不等式,解集,数轴"
5029,（2）用数轴表示：不等式的解集可以在数轴上直观地表示出来，形象地说明不等式有无限多个解，用数轴表示不等式的解集要注意两点：一是定边界线。,"不等式,无限,解集,数轴,边界,直观"
5030,（2）求出每个不等式的解集的公共部分。,"不等式,解集"
5031,（一般利用数轴）。,数轴
5032,第三步：在数轴上找出各不等式的解集的公共部分，这个公共部分就是不等式组的解集。,"不等式,解集,数轴"
5033,②在数轴上表示不等式组的解集时，要把几个不等式的解集都表示出来，不能仅画出公共部分。,"不等式,解集,数轴"
5034,③公共部分是指数轴上被两个不等式解集的区域都覆盖住的部分，若无公共部分，则说这个不等式组无解或者说解集是空集。,"不等式,解集,数轴,空集,无解"
5035,把每个不等式的解集在数轴上表示出来，数轴上的点把数轴分成若干段，如果数轴的某一段上面表示解集的线的条数与不等式的个数一样，那么这段就是不等式组的解集。,"不等式,解集,数轴"
5036,解不等式组，可以先把其中的不等式逐条算出各自的解集，然后分别在数轴上表示出来。,"不等式,解集,数轴"
5037,几个不等式的解集的公共部分通常利用数轴来确定，由两个一元一次不等式组成的不等式组及其解集的常见情况如下图所示。,"一元一次不等式组,不等式,解集,数轴"
5038,（6）有些时候需要在数轴上表示不等式的解集。,"不等式,解集,数轴"
5039,关于余角的三角函数结论。,"三角函数,余角"
5040,9、等腰梯形是轴对称图形，只有一条对称轴，过上下两底中点的直线即为对称轴。,"轴对称图形,等腰梯形,对称轴,中点,直线"
5041,"等腰梯形是轴对称图形,只有一条对称轴,过上下两底中点的直线即为对称轴。","轴对称图形,等腰梯形,对称轴,中点,直线"
5042,等腰梯形是轴对称图形，对称轴是上下底中点的连线所在直线(过两底中点的直线）。,"轴对称图形,等腰梯形,对称轴,中点,直线"
5043,"等腰梯形是轴对称图形,对称轴是上下底中点的连线所在直线(过两底中点的直线)。","轴对称图形,等腰梯形,对称轴,中点,直线"
5044,三角不等式虽然简单，但却是平面几何不等式里最为基础的结论。,"三角不等式,平面几何,不等式"
5045,也成立，这个不等式也可称为向量的三角不等式。,"三角不等式,不等式,向量"
5046,32位系统下，4字节数，求绝对值的函数为abs(x)。,"绝对值,函数"
5047,当k>0时（一三象限），k的绝对值越大，图像与y轴的距离越近。,"绝对值,y轴,象限,距离"
